公司,关系大类,命中关键词,来源平台,新闻标题,媒体,发布日期,链接,摘要,正文
中信证券,研报观点,,cnstock,中信证券：预计二季度开始白酒公司业绩有望出现改善,中证金牛座,2026-05-21,https://jnzstatic.cs.com.cn/zzb/htmlInfo/123209.html,,"中信证券研报称，白酒行业底部已至，头部酒企加速出清、库存去化、量价触底、供给主动收缩、渠道生态改善、市场预期低位等底部特征已逐步显现。今年以来，宏观层面积极信号正在从多个维度逐步积累。白酒行业整体动销同比降幅已有一定程度收窄，若未来需求逐步企稳，考虑到2025年的基数效应，预计2026年二季度开始白酒公司业绩表现有望出现一定程度改善。虽然内需复苏的时间和节奏难以预测，但长期向好趋势明确，考虑到目前白酒行业底部已至，且头部白酒公司通过提高分红率、回购、增持等不断提升股东回报，提供较好的投资安全边际支撑。延续对头部名酒企业的配置建议。
啤酒方面，中信证券认为，2026年啤酒行业将处于温和复苏的趋势。展望2026年全年，预计随着旺季来临，啤酒板块将有一定程度的催化，酒企将保持备货节奏，持续推进产品结构优化，行业量价或将企稳并温和复苏。"
中信证券,研报观点,,cnstock,中信证券：Token工厂陆续落地，看好头部算力租赁厂商的增长弹性,中证金牛座,2026-05-20,https://jnzstatic.cs.com.cn/zzb/htmlInfo/123118.html,,中信证券研报称，Token工厂陆续落地，Token服务走向标准化。三大运营商推出Token套餐，标准化Token运营走向千家万户。Token工厂及Token运营商推动产业链价值重估，推动算力租赁从当前以“裸金属”服务器租赁时长为基础的固定月租模式，转向按实际Token用量计费的模式，头部算力租赁厂商卡位优势突出。建议关注Token工厂及算力租赁相关标的，看好头部算力租赁厂商在Token用量新一轮增长趋势下的增长弹性。
中信证券,研报观点,,cnstock,中信证券：MLCC行业正进入新一轮涨价、景气上行周期,中证金牛座,2026-05-20,https://jnzstatic.cs.com.cn/zzb/htmlInfo/123116.html,,中信证券研报称，MLCC（贴片电容）在服务器、光模块有广泛应用，受益服务器功率提升、垂直供电、800V等升级有望迎量价齐升机遇。当前受益AI需求景气，MLCC行业正进入新一轮涨价、景气上行周期，看好本土厂商乘风发展并顺势加速服务器、车规等高规格产品突破。
中信证券,研报观点,投资,cnstock,中信证券：消费仍处景气修复通道，投资配置建议坚持“杠铃策略”,中证金牛座,2026-05-15,https://jnzstatic.cs.com.cn/zzb/htmlInfo/122706.html,,中信证券研报称，短期而言，消费仍处于景气修复通道中，因此在beta性机会方面建议关注利好政策或市场风格的切换。当前投资配置建议坚持“杠铃策略”：一端通过服务消费等成长性消费博弈政策弹性及财富效应传导；另一端通过高股息资产构建防御底仓，密切关注CPI转正带来的餐饮供应链量价齐升机会。长期而言，维持重视消费结构的变化进行结构性配置的建议。
中信证券,研报观点,,cnstock,中信证券：算力期货有望重塑AI产业链金融生态,中证金牛座,2026-05-14,https://jnzstatic.cs.com.cn/zzb/htmlInfo/122595.html,,中信证券研报表示，芝商所与Silicon Data计划于2026年内推出全球首个锚定GPU算力租赁费率的现金结算期货，此举有望推动算力资产开启资产化、金融化进程。尽管该产品在算力标准统一、现货定价透明化及交割确权等方面仍存挑战，但若成功推出，有望从套期保值、价格发现、资源配置优化及生态繁荣四个维度重塑AI产业链金融生态，提升全产业链的资产质量与盈利确定性。投资层面，算力金融化有望利好云厂商、AI应用、算力租赁及AI算力硬件四大核心环节。
中信证券,研报观点,,cnstock,中信证券：金属行情仍然可期,中证金牛座,2026-05-13,https://jnzstatic.cs.com.cn/zzb/htmlInfo/122481.html,,中信证券研报表示，当前金属板块估值仍处合理水平，铝、铜、镍钴锡锑、黄金估值处于相对低位，估值回升仍然可期。行业分红略有回落，但部分个股预测股息率仍达5%以上。展望2026年，流动性冲击缓和、供应扰动频发、个别下游领域延续较高景气，建议持续重点关注锂、铜、稀土、战略金属、铝、黄金板块配置机会。
中信证券,投资并购动态,投资,cnstock,中信证券：上市制度或进一步优化 港股IPO有望保持火热,证券时报网,2026-05-11,https://www.cs.com.cn/gppd/ggzx/2026/05/11/detail_2026051110010745.html,人民财讯5月11日电，中信证券研报称，2026年截至4月，港股IPO发行保持高热度，项目呈现大市值化、A2H显著增多的特点，已从消费、医药转向AI、高端装备等科技制造板块。投资端看，机构及个人均保持较高热情，打新收益已走出2025年年末谷底并恢复至较优水平。面向未来，中信证券认为IPO项目储备充足，发行制度或将优化以吸引更多优质公司,人民财讯5月11日电， 中信证券研报称，2026年截至4月，港股IPO发行保持高热度，项目呈现大市值化、A2H显著增多的特点，已从消费、医药转向AI、高端装备等科技制造板块。投资端看，机构及个人均保持较高热情，打新收益已走出2025年年末谷底并恢复至较优水平。面向未来，中信证券认为IPO项目储备充足，发行制度或将优化以吸引更多优质公司，丰富且优质的项目为港股IPO保持火热提供基础。
中信证券,研报观点,,cnstock,中信证券朱烨辛：AI 与能源革命重塑产业格局，中国科技产业展现专注定力,中证金牛座,2026-05-08,https://jnzstatic.cs.com.cn/zzb/htmlInfo/122152.html,,"5月6日至5月8日，由中信证券主办的2026年“智启新征程”资本市场高峰大会在上海举行。
会议中，中信证券党委委员、经营管理委员会执行委员朱烨辛表示，当前以人工智能为代表的新兴科技领域发展日新月异，能源革命浪潮澎湃，全球正处于科技革命、能源革命与资源溢价交汇叠加的历史性节点。回首过去一年，全球科技产业的竞争重心已发生根本性转变：大模型技术能力加速迭代，推动智能体从概念走向编程等场景的规模化商用；具身智能不再停留于概念演示，人形机器人已逐步进入汽车、电子等制造场景；工业AI的价值也不再局限于局部效率提升，而是开始重塑整条生产链的组织方式。与此同时，绿色能源与新材料的突破，正为全球资源定价体系注入新变量。
“不过，任何一场深刻的技术变革都不会一帆风顺。新兴技术的迭代升级，往往伴随着标准重建、路径探索与能力积累的漫长过程。”朱烨辛表示，中国科技产业在这一进程中，展现出了难得的专注与定力。在半导体装备、关键材料、高端制造、国产模型算力等领域，从基础研究到产业落地稳步夯实技术根基，逐步构建起参与全球产业分工的核心竞争力。在他看来，中国正是这场全球产业变革中最活跃、最具爆发力的参与者。
朱烨辛表示，多重积极因素正加速累积，资本市场生态也在经历根本性重塑，中国的国际话语权与主动权显著增强，新的征程已然开启。在此背景下，中信证券将践行国家战略，当好服务实体经济的主力军与维护金融稳定的压舱石，全力为建设金融强国贡献更大力量。"
中信证券,研报观点,,cnstock,中信证券科技产业研究团队：5月配置逻辑可聚焦两方面,中证金牛座,2026-05-08,https://jnzstatic.cs.com.cn/zzb/htmlInfo/122150.html,,"5月6日至5月8日，由中信证券主办的2026年“智启新征程”资本市场高峰大会在上海举行。
会议期间，中信证券科技产业研究团队表示，4月科技板块迎来强势修复，其中硬件端表现显著优于软件端，AI算力链景气度领跑全产业链。
科技板块的修复趋势，在业绩层面得到了进一步验证。研究团队认为，电子行业一季度盈利与净利润高增长公司占比均处于高位，算力基建相关板块，如PCB、半导体设备、集成电路等，景气度持续领先；相比之下，计算机行业业绩则相对承压。
基于上述行业表现与业绩验证，结合当前行业动态及前期市场修复节奏，研究团队对5月-6月市场作出展望。其认为，当前模型迭代已进入周级更新的新阶段，预计年中各主要模型公司将密集推出大版本升级，行业商业化进程有望加速进入正循环。值得关注的是，4月市场在摆脱地缘扰动后完成一轮普涨修复，且一季报披露已收官。在此背景下，5月配置逻辑可聚焦两方面：一方面，业绩兑现确定性强的算力链主线仍是配置首选；另一方面，市场关注点与定价逻辑或逐步从需求与订单能见度，切换至上游供应链环节，其中AI业务敞口持续提升、前期处于滞涨状态的细分领域，性价比优势正逐步凸显。
在配置策略上，研究团队建议，坚守科技景气四条主线：一是即将进入版本迭代窗口、ARR（年度经常性收入）仍保持快速增长的国产大模型公司；二是受益于国产存储与先进制程扩产、国产化率稳步提升的半导体设备企业，以及承接国产算力迭代需求的相关主体；三是光通信领域具备稳定物料保供能力、业绩确定性高的龙头企业，以及上游供应紧张、存在涨价预期的光芯片公司；四是AI敞口逐步提升的算力链上游环节，如MLCC（片式多层陶瓷电容器）、模拟芯片、电子布、CCL（覆铜板）等。同时可关注自动驾驶与人形机器人两大低位弹性方向，静待后续更多催化因素落地。"
中信证券,其他,,cnstock,中信证券：电子行业景气持续向上 坚定看好四大方向,证券时报网,2026-05-08,https://www.cs.com.cn/gppd/gsyj/2026/05/08/detail_2026050810010150.html,人民财讯5月8日电，中信证券研报认为，复盘电子板块2026年一季度，需求角度，AI数据中心相关需求保持高速增长，汽车存在补库需求，消费电子需求受到一定影响，其他工业等toB下游持续复苏。综合来看，表现相对亮眼的细分板块有：算力相关PCB、国产算力芯片龙头、存力/运力芯片龙头、设备龙头等。展望未来，行业景气有望延续,人民财讯5月8日电，中信证券研报认为，复盘电子板块2026年一季度，需求角度，AI数据中心相关需求保持高速增长，汽车存在补库需求，消费电子需求受到一定影响，其他工业等toB下游持续复苏。综合来看，表现相对亮眼的细分板块有：算力相关PCB、国产算力芯片龙头、存力/运力芯片龙头、设备龙头等。展望未来，行业景气有望延续，其中AI仍是最大驱动力，海外算力与国产算力共振成长，此外先进逻辑/存储扩产有望提速。研报继续坚定看好板块整体的未来行情，推荐国产算力链、半导体设备链、海外算力链、消费电子整体修复四条主线。
中信证券,其他,,cnstock,中信证券：4月科技板块强势修复 坚守科技景气四条主线,证券时报网,2026-05-08,https://www.cs.com.cn/gppd/gsyj/2026/05/08/detail_2026050810010147.html,人民财讯5月8日电，中信证券研报指出，4月科技板块强势修复，硬件端显著跑赢软件端，AI算力链景气度领先。展望5—6月，模型进入周级迭代新阶段，预计年中将迎各主要模型公司大版本更新，商业化加速进入正循环。景气不止、行情不止，建议坚守科技景气四条主线：1）即将进入版本迭代窗口、ARR仍在快速提升的国产大模型公司,人民财讯5月8日电，中信证券研报指出，4月科技板块强势修复，硬件端显著跑赢软件端，AI算力链景气度领先。展望5—6月，模型进入周级迭代新阶段，预计年中将迎各主要模型公司大版本更新，商业化加速进入正循环。景气不止、行情不止，建议坚守科技景气四条主线：1）即将进入版本迭代窗口、ARR仍在快速提升的国产大模型公司；2）受益于国产两存与先进制程持续扩产、国产化率持续提升的半导体设备公司；3）光通信具备物料保供能力的业绩高确定性龙头，与上游供应紧张、具备涨价预期的光芯片公司；4）AI敞口逐步提升的算力链上游，如MLCC、模拟、电子布、CCL等环节。同时提示自动驾驶与人形机器人低位弹性方向，静待更多催化。
中信证券,研报观点,,cnstock,中信证券国际获批伦敦金属交易所清算会员 携手中信期货国际深化全球业务布局,中国证券报·中证网,2026-05-06,https://www.cs.com.cn/qs/2026/05/06/detail_2026050610009647.html,中证报中证网讯（记者 马爽）2026年5月6日，中信证券国际英国子公司（CITIC CLSA UK）获批成为伦敦金属交易所（The London Metal Exchange，LME）二类清算会员（Category 2 Clearing Member）。继2025年4月中信证券国际新加坡子公司（CITICCLSA,"中证报中证网讯（记者 马爽）2026年5月6日，中信证券国际英国子公司（CITIC CLSA UK）获批成为伦敦金属交易所（The London Metal Exchange，LME）二类清算会员（Category 2 Clearing Member）。继2025年4月中信证券国际新加坡子公司（CITICCLSA Singapore）加入新加坡交易所衍生品清算会员，本次资格获批为中信证券国际协同中信期货深化全球战略化布局的又一关键突破，推动中信证券期货业务国际化布局持续深化。
中信期货作为在中国市场有竞争力的期货经营机构，通过其境外子公司中信期货国际（CITIC Futures International，CFI），持续构建覆盖全球期货和衍生品市场的综合服务能力，为中信证券建立全品种、全业务线、全牌照的业务体系提供有效扩充。作为中信证券全资子公司，中信证券国际（CITIC Securities International，CSI）业务遍布亚洲、大洋洲、欧洲和美洲的13个国家，为全球机构投资者、企业、政府和高净值人士提供综合金融方案。为提升期货全球市场服务能力，中信期货国际与中信证券国际协同布局全球交易与清算，先后取得新加坡交易所清算会员、伦敦金属交易所清算会员资格，为服务全球大宗商品市场与实体企业跨境风险管理提供一站式、高效率的综合金融解决方案。
中信期货相关人士表示，未来中信期货国际与中信证券国际将继续深化全球市场协同合作，持续拓展全球清算布局和期货衍生品领域的专业服务能力，进一步提升中信品牌的国际影响力，为助推中国实体企业的全球产业链、供应链、价值链布局，服务国家高水平对外开放大局贡献中信方案与中信智慧。"
中信证券,研报观点,,cnstock,中信证券：面板短期涨价有望释放利润弹性，看好后续龙头厂商业绩加速释放,中证金牛座,2026-04-16,https://jnzstatic.cs.com.cn/zzb/htmlInfo/119756.html,,中信证券研报表示，短期来看，赛事备货推动面板供需向好，TV面板2026年第一季度全面涨价，2026年4月有望持续，面板厂业绩趋势环比向好。长期来看，坚定看好面板行业良性竞争下的价值逻辑，预计未来行业利润释放将从主要依赖涨价驱动逐步转向更多的产业价值创造。主要体现在：大尺寸化推动供需平衡中枢持续上行从而支撑价格平稳向上，制造端持续国产化降本及高端化升级，折旧迎来达峰退出，少数股权收回等，看好后续龙头厂商业绩加速释放。
中信证券,研报观点,,cnstock,中信证券暂时领跑，上市券商ROE延续回升态势,中证金牛座,2026-04-14,https://jnzstatic.cs.com.cn/zzb/htmlInfo/119567.html,,"截至4月14日中国证券报·中证金牛座记者发稿时，A股上市券商中有25家交出了2025年“成绩单”，占比超过半数。得益于资本市场改革持续深化、市场交投活跃等积极因素， 前述25家券商2025年归母净利润均保持增长，绝大多数公司加权平均净资产收益率（ROE）水平也有进一步提升。
从单家券商情况看， 中信证券、中信建投、广发证券3家头部机构2025年加权平均ROE水平暂居前三位，分别为10.59%、10.51%、10.16%；招商证券、中国银河、国泰海通、中金公司等券商紧随其后，2025年加权平均ROE均在9%以上 。
与2024年相比，前述25家券商绝大多数2025年加权平均ROE实现进一步提升，普遍增加1—3个百分点。中金公司2025年加权平均ROE为9.39%，较2024年大幅提升3.88个百分点，增幅最为明显。
进入2026年，A股整体呈现高位震荡走势，市场成交仍维持活跃状态，当前机构对证券行业2026年一季度业绩继续向好持较为积极的预期。
中航证券认为，在市场活跃度提升、多业务协同增长及政策流动性友好三重因素共振下，2026年一季度证券行业盈利向好、确定性强，行业业绩有望实现高基数下的稳健增长。当前券商板块估值仍处于历史低位，行业基本面呈现全面回暖态势，估值具备充足安全边际，叠加市场交投活跃度提升、政策红利持续释放及资金情绪逐步修复，券商有望迎来估值修复行情。"
中信证券,研报观点,,cnstock,中信证券：钢铁行业格局将进一步改善,中证金牛座,2026-04-14,https://jnzstatic.cs.com.cn/zzb/htmlInfo/119527.html,,中信证券研报表示，随着新的行业规范条件下的企业分类发布，钢铁行业高质量发展开始进入“分级评价-名单公告-要素集聚”的实操阶段，行业管理逻辑由过去单纯强调产能合规，进一步转向对高端化、智能化、绿色化和效率能力的综合评价。尤其是对于行业龙头企业，其环保能效等方面都走在前列，随着尾部产能产量的出清，行业格局将进一步改善。
中信证券,研报观点,,cnstock,中信证券：看好家电龙头的后市表现,中证金牛座,2026-04-10,https://jnzstatic.cs.com.cn/zzb/htmlInfo/119219.html,,"中信证券研报指出，2026年一季度家电行业受海内外需求和原材料价格影响，整体表现较弱。考虑到家电企业2025年四季度业绩出现不同程度下滑，市场担忧行业2026年一季度利润率的稳定性。
中信证券认为，2026年一季度白电龙头业绩有望稳健增长；黑电龙头业绩或展现一定弹性；小家电和厨电行业整体仍处于复苏进程，或有结构性亮点。考虑当前的估值和股息率水平，看好家电龙头的后市表现。"
中信证券,研报观点,,cnstock,【中证十点半】通富微电拟募资不超42.2亿元；睿能科技明日复牌；中信证券一季度业绩出炉,中证金牛座,2026-04-09,https://jnzstatic.cs.com.cn/zzb/htmlInfo/119200.html,,
中信证券,研报观点,,cnstock,中信证券：看好国内洁净室领先企业,中证金牛座,2026-04-09,https://jnzstatic.cs.com.cn/zzb/htmlInfo/119109.html,,中信证券指出，在AI带动境外半导体产业需求爆发背景下，境外半导体洁净室厂房建设需求率先提速，相关项目盈利水平、现金流均大幅提升，后续国内半导体投资节奏亦有望跟进提速，盈利水平有望底部回升。供给端，洁净室因技术门槛、高度客户黏性，供给相对刚性，属于典型的存量玩家受益赛道。建议关注已在海外持续有项目兑现、国内洁净室领先企业。
中信证券,研报观点,,cnstock,中信证券：看好二季度煤价表现，板块有望启动新一轮行情,中证金牛座,2026-04-08,https://jnzstatic.cs.com.cn/zzb/htmlInfo/118996.html,,中信证券指出，数据显示，跟踪的样本煤炭上市公司2026年一季度净利润加总口径同比或增长2.2%，动力煤公司整体同比或微增，冶金煤公司整体同比有望快速改善。中信证券看好二季度煤价表现，即便中东冲突缓和，能源供应恢复也需要时间，叠加北半球夏季旺季需求释放， 国内外煤价在二季度中后期或形成共振，煤、化价格上涨的效应在二季度也有望充分体现 ，待市场对煤价预期形成新的催化剂，板块有望启动新一轮行情。
中信证券,研报观点,,cnstock,中信证券：建议关注云产业链及算力租赁相关标的,中证金牛座,2026-04-08,https://jnzstatic.cs.com.cn/zzb/htmlInfo/118995.html,,中信证券指出，伴随Agent应用和多模态生态的爆发，资本开支与算力需求错配，全球Token用量正迎来新一轮加速增长，近两年云产业链有望进入量价齐升的发展大年。云产业链方面，需求推升价格水平，云产业链进入量价齐升周期。算力租赁方面，优质算力芯片供给偏紧，头部算力租赁厂商卡位优势突出，较高杠杆提升高增确定性。建议关注云产业链及算力租赁相关标的。
中信证券,其他,,cnstock,中信证券李翀：AI新方向未明时 HALO值得关注,中国证券报,2026-04-08,https://www.cs.com.cn/gppd/ggzx/2026/04/08/detail_2026040810002179.html,当美以伊冲突的地缘阴影尚未完全笼罩全球市场时，一场关于AI价值重估的变革已悄然展开。在这场变革中，HALO（重资产、低淘汰率）这一概念横空出世，成为连接AI Disruption（人工智能颠覆）与市场防御性需求的关键纽带。 日前，中信证券海外宏观联席首席分析师李翀在接受中国证券报记者专访时表示，HALO,"当美以伊冲突的地缘阴影尚未完全笼罩全球市场时，一场关于AI价值重估的变革已悄然展开。在这场变革中，HALO（重资产、低淘汰率）这一概念横空出世，成为连接AI Disruption（人工智能颠覆）与市场防御性需求的关键纽带。
日前，中信证券海外宏观联席首席分析师李翀在接受中国证券报记者专访时表示，HALO叙事的底层逻辑，是市场完成从对AI泡沫中轻资产高成长的追捧到低替代风险资产生存溢价的全面重估。电力供给瓶颈打破算力无限扩张预期，推动资产定价向难数字化、有实体壁垒的“免疫资产”锚定。该逻辑引发全球市场分化，欧洲重资产板块彰显韧性，印度人力外包标的显露风险。A股、港股符合实物稀缺框架，利好硬核实体资产。同时需厘清投资边界，兼顾短期防御布局，灵活把握长期绑定于AI赛道的成长机遇。
叙事底层逻辑：从AI泡沫到生存溢价重估
HALO的核心要义在于，在AI技术高速迭代的背景下，那些难以被数字化替代、拥有实体壁垒的资产反而成为对抗技术颠覆的“免疫资产”，市场正从“可扩张的轻资产叙事”转向“可建造、难替代的实体产能与网络”的定价逻辑。
“与此前AI泡沫阶段单纯追逐高成长、轻资产的逻辑不同，HALO叙事标志着市场从‘系统性泡沫定价’进入‘结构性分化定价’阶段。”李翀认为，这一转变的触发因素源于AI扩张逻辑中现实瓶颈的显化，其中微软管理层关于“当前不缺算力、缺电力”的表述成为关键拐点。在第一阶段，市场默认算力扩张具备高度确定性，核心资产的增长空间几乎被视为线性外推；而当电力约束成为公开讨论焦点时，扩张逻辑从无限供给转向受限扩张，增长路径开始出现现实边界，市场不得不重新评估谁能受益于资源瓶颈、谁将受到替代冲击、谁具备生存确定性。
HALO的本质是对低替代风险资产的一次性生存溢价重估，即市场中的Survivor（幸存者）。这一逻辑在国别资产表现中尤为明显。李翀表示，欧洲市场因能源、工业、金融和消费类等重资产比重较高、技术迭代风险相对较低的产业结构，难以捕捉AI的高速增长，但在AI Disruption的叙事背景下却具备相对防御属性。年初全球市场对AI主题分化进行再定价过程中，欧洲主要股指表现出较强韧性，印证了Survivor的价值。
“相对而言，以高人力密集服务与外包属性为特征的印度市场近期表现相对滞后。”李翀坦言，随着AI在代码生成、自动化测试、咨询辅助等领域的广泛应用，市场愈发担忧以劳动力密集型外包服务为核心的印度IT商业模式在未来可能面临的需求结构性萎缩。这种分化清晰地表明，HALO叙事并非简单的资产类别轮动，而是对AI时代商业本质的重新认知——在代码膨胀、技术迭代加速的环境中，实物资产与低淘汰率的商业模式反而成为稀缺资源。
行情跨市场传导：分化格局与投资边界厘清
HALO叙事的结构性变化如同一颗投入全球资本市场的石子，在不同市场、不同板块间激起层层涟漪，形成了鲜明的分化格局。李翀表示，在美股市场，美以伊冲突爆发前，AI基建、能源电力、半导体设备及相关物理资源资产阶段性走强，成为结构性赢家；而部分替代风险较高的软件类资产则表现相对承压，沦为短期的Loser。这种分化不仅体现在行业层面，更在全球范围内引发了国别资产的重新定价。
落脚到A股、港股等新兴市场，HALO叙事与中信证券研究部策略组提出的“代码膨胀-实物稀缺”框架形成了深度共鸣。该框架认为，AI带来的全球代码量急剧扩张可能会对低物理依赖度和高市场竞争度的各类生意产生明显冲击，同时那些高物理依赖度和高监管、情感壁垒的生意可能变得更加稀缺。在这种逻辑下，无论短期内AI Agent是否能够立刻对这些生意产生替代作用，市场投资者还是积极做多目前仍然隔绝于AI冲击的堡垒型资产，同时暂时规避那些极易被AI破坏式创新所颠覆的生意。资源、传统制造、能源、服务消费、地产链等相关行业恰恰属于暂时隔绝于生成式AI冲击的堡垒型资产范畴。
“然而，HALO叙事并非万能钥匙，其投资边界同样清晰。HALO不等同于结构性赢家，单纯基于生存确定性的防御配置难以构成长期主线。”李翀认为，这一判断的核心依据在于HALO资产更多体现为盈利稳定性与低替代风险优势，其估值提升来自风险溢价回落，而非盈利加速。真正具备持续超额收益潜力的资产应当位于AI扩张路径的关键节点，与资源瓶颈或技术升级方向形成深度绑定，具备盈利弹性的特征。生存确定性可以带来阶段性溢价，但并不会自动转化为持续的成长溢价，这正是HALO行情的阶段性属性所在。
这种阶段性属性容易导致投资者陷入两大认知误区，李翀介绍道，一是将HALO资产等同于长期投资价值标的，忽视其防御性本质；二是过度集中于低风险资产，错失AI扩张路径上的真正赢家。事实上，HALO交易更多是阶段性风格轮动的体现，而非新的长期增长范式。在AI没有明确的新方向时，HALO值得关注；一旦AI扩张方向明确，资金可能会重新拥抱高增长，这一动态平衡的过程构成了HALO行情的核心特征。
值得注意的是，李翀表示，区分Winner、Survivor与Loser成为把握HALO行情的关键。这三者具有动态属性，不同阶段的扩张瓶颈、资本开支方向与产业链重心变化，都会导致结构内部的胜负关系发生再平衡。当前的阶段性赢家集中于AI基建与资源瓶颈相关资产，而部分被市场视为安全的HALO资产亦可能随着产业逻辑演进而失去安全属性。投资者需要建立动态评估框架，而非静态地将某些行业归为Survivor，这正是HALO行情的复杂性与魅力所在。
市场研判：HALO轮动与多元主线布局逻辑
站在当前时点，HALO行情的持续性成为市场关注的焦点。从本质上看，HALO交易更多是阶段性风格轮动的体现，而非新的长期增长范式。
李翀认为，HALO的出现印证了市场风险定价的成熟化，但单纯基于生存确定性的防御配置难以构成长期主线。真正的长期主线，仍然需要与AI扩张路径形成深度绑定，能够在资源瓶颈或技术升级中获得持续的盈利弹性。因此，HALO行情的持续性将在很大程度上取决于AI技术突破的节奏与宏观环境的变化。
“在当前地缘冲突持续扰动风险偏好以及流动性的环境下，投资策略需要在Survivor与Winner之间寻找平衡。对于布局海外市场的投资者而言，阶段性关注Winner和Survivor两类资产是较为稳妥的选择。”李翀表示，Winner资产主要集中在AI扩张路径的关键节点，如能源电力、半导体设备、AI基建等与资源瓶颈深度绑定的领域，这些资产能够在AI Disruption过程中获得确定性的增长红利。而Survivor资产则以重资产、低淘汰率为特征，如欧洲市场的传统制造业、能源设施、连锁门店等，这些资产能够在AI技术迭代中保持相对稳定，提供防御性收益。
除了HALO主线，2026年海外市场还存在多条值得关注的投资线索，这些主线与HALO叙事相互交织，形成复杂的轮动关系。李翀表示，短期来看，美以伊冲突仍是影响市场的核心变量，在战事明显缓和之前，海外市场建议关注避险和通胀相关主线，避险资产与HALO中的资源类资产形成部分重叠，能够在不确定性环境中提供双重保障。若战事明显缓和，油价回落，风险偏好提升，全球能够重回战前宏观环境，则可以关注温和复苏周期下的资源和顺周期板块，这些板块将从经济复苏与AI扩张的双重红利中受益。
对于A股、港股等新兴市场而言，HALO叙事的传导影响将呈现出本土化特征。中信证券研究部策略组认为，与海外HALO交易侧重于筛选AI冲击下的“免疫资产”不同，中国市场的“实物稀缺”交易更强调“AI敞口+供给约束=涨价预期”的逻辑。资源、传统制造、能源等行业，不仅是AI冲击下的Survivor，更可能在全球供应链重构与国内经济复苏中获得额外的增长动力。同时，那些高物理依赖度和高监管、情感壁垒的行业，如高端白酒、顶级奢侈品、服务消费等，也将在“代码膨胀，实物稀缺”的框架下获得价值重估。
从更长远的视角看，李翀认为，HALO叙事与AI Disruption并非对立关系，而是相互补充、动态平衡的两个方面。投资者需要摒弃非此即彼的二元思维，建立“短期防御+长期成长”的组合配置策略。在AI技术尚未明确新方向时，适当配置HALO资产以获取生存溢价；当AI扩张路径清晰时，及时调整仓位拥抱Winner资产。这种灵活的投资策略，既能够规避AI技术迭代带来的不确定性风险，又能够把握AI发展带来的长期增长机遇，是应对当前复杂市场环境的理性选择。"
中信证券,研报观点,,cnstock,中信证券接手蔚能旗下武汉电池科技公司,中证金牛座,2026-04-02,https://jnzstatic.cs.com.cn/zzb/htmlInfo/118706.html,,"天眼查App显示，近日，蔚能（武汉）电池科技有限公司发生工商变更，原股东武汉蔚能电池资产有限公司退出，新增中信证券为全资股东。
蔚能（武汉）电池科技有限公司成立于2025年10月，经营范围包括蓄电池租赁、新能源汽车废旧动力蓄电池回收及梯次利用、电动汽车充电基础设施运营等。
据悉，2020年，该公司原股东武汉蔚能电池资产有限公司由蔚来、宁德时代等合资在武汉光谷成立。"
中信证券,研报观点,,cnstock,中信证券：国内存储大厂产能扩张和技术迭代有望加速,中证金牛座,2026-03-20,https://jnzstatic.cs.com.cn/zzb/htmlInfo/117276.html,,中信证券研报称，三星电子或举行全国总罢工可能导致的停产风险或加剧全球存储芯片供应紧张，在存储市场高景气度下，看好国内存储大厂的市占率提升。“十五五”期间，国内存储大厂产能扩张和技术迭代有望加速，产业链核心材料与零部件供应商有望充分受益。
